disease,year,country,state,regimen,drug,company,group1,group2,group3,drug_weight,regimen_weight,drug_impact
HepC,2015,Afghanistan,G4 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,348.875
HepC,2015,Afghanistan,G4 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,336.478
HepC,2015,Afghanistan,G4 Acute,OMB+PTV+RTV,Ombitasvir + Paritaprevir + Ritonavir,AbeVie Inc.,,,,1,0.167,350.744
HepC,2015,Afghanistan,G4 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,291.21
HepC,2015,Afghanistan,G4 Acute,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,293.774
HepC,2015,Afghanistan,G4 Acute,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,328.269
HepC,2015,Afghanistan,G4 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,2155.713
HepC,2015,Afghanistan,G4 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,2233.61
HepC,2015,Afghanistan,G4 Chronic,OMB+PTV+RTV,Ombitasvir + Paritaprevir + Ritonavir,AbeVie Inc.,,,,1,0.167,2167.902
HepC,2015,Afghanistan,G4 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,1978.53
HepC,2015,Afghanistan,G4 Chronic,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,1815.782
HepC,2015,Afghanistan,G4 Chronic,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,2028.992
HepC,2015,Afghanistan,G5 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,1.864
HepC,2015,Afghanistan,G5 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,1.668
HepC,2015,Afghanistan,G5 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,1.517
HepC,2015,Afghanistan,G5 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,11.231
HepC,2015,Afghanistan,G5 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,11.907
HepC,2015,Afghanistan,G5 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,10.308
HepC,2015,Afghanistan,G6 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,29.6
HepC,2015,Afghanistan,G6 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,28.525
HepC,2015,Afghanistan,G6 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,24.096
HepC,2015,Afghanistan,G6 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,182.952
HepC,2015,Afghanistan,G6 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,172.089
HepC,2015,Afghanistan,G6 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,163.715
HepC,2015,Albania,G1 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,0.172
HepC,2015,Albania,G1 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,0.161
HepC,2015,Albania,G1 Acute,OMB+PTV+RTV+DSV,Ombitasvir + Paritaprevir + Ritonavir + Dasabuvir,AbeVie Inc.,,,,1,0.167,0.17
HepC,2015,Albania,G1 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,0.137
HepC,2015,Albania,G1 Acute,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,0.142
HepC,2015,Albania,G1 Acute,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,0.158
HepC,2015,Albania,G1 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,50.934
HepC,2015,Albania,G1 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,49.824
HepC,2015,Albania,G1 Chronic,OMB+PTV+RTV+DSV,Ombitasvir + Paritaprevir + Ritonavir + Dasabuvir,AbeVie Inc.,,,,1,0.167,53.768
HepC,2015,Albania,G1 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,47.025
HepC,2015,Albania,G1 Chronic,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,43.393
HepC,2015,Albania,G1 Chronic,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,48.143
HepC,2015,Albania,G2 Acute,SOF+RBV,Sofosbuvir + Ribavirin,"Gilead Sciences, Inc.",,,,1,0.333,0.063
HepC,2015,Albania,G2 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.058
HepC,2015,Albania,G2 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.058
HepC,2015,Albania,G2 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.5,17.794
HepC,2015,Albania,G2 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.5,16.795
HepC,2015,Albania,G3 Acute,SOF+RBV,Sofosbuvir + Ribavirin,"Gilead Sciences, Inc.",,,,1,0.333,0.024
HepC,2015,Albania,G3 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.023
HepC,2015,Albania,G3 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.023
HepC,2015,Albania,G3 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.5,6.878
HepC,2015,Albania,G3 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.5,6.718
HepC,2015,Albania,G4 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,0.048
HepC,2015,Albania,G4 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,0.046
HepC,2015,Albania,G4 Acute,OMB+PTV+RTV,Ombitasvir + Paritaprevir + Ritonavir,AbeVie Inc.,,,,1,0.167,0.048
HepC,2015,Albania,G4 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,0.04
HepC,2015,Albania,G4 Acute,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,0.041
HepC,2015,Albania,G4 Acute,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,0.045
HepC,2015,Albania,G4 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,14.553
HepC,2015,Albania,G4 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,15.039
HepC,2015,Albania,G4 Chronic,OMB+PTV+RTV,Ombitasvir + Paritaprevir + Ritonavir,AbeVie Inc.,,,,1,0.167,14.629
HepC,2015,Albania,G4 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,13.436
HepC,2015,Albania,G4 Chronic,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,12.398
HepC,2015,Albania,G4 Chronic,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,13.755
HepC,2015,Albania,G5 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,0.001
HepC,2015,Albania,G5 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.001
HepC,2015,Albania,G5 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.001
HepC,2015,Albania,G5 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,0.182
HepC,2015,Albania,G5 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.192
HepC,2015,Albania,G5 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.168
HepC,2015,Albania,G6 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,0.0
HepC,2015,Albania,G6 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.0
HepC,2015,Albania,G6 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.0
HepC,2015,Albania,G6 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,0.019
HepC,2015,Albania,G6 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.018
HepC,2015,Albania,G6 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.017
HepC,2015,Algeria,G1 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,4.467
HepC,2015,Algeria,G1 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,4.188
HepC,2015,Algeria,G1 Acute,OMB+PTV+RTV+DSV,Ombitasvir + Paritaprevir + Ritonavir + Dasabuvir,AbeVie Inc.,,,,1,0.167,4.406
HepC,2015,Algeria,G1 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,3.568
HepC,2015,Algeria,G1 Acute,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,3.7
HepC,2015,Algeria,G1 Acute,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,4.095
HepC,2015,Algeria,G1 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,588.724
HepC,2015,Algeria,G1 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,576.226
HepC,2015,Algeria,G1 Chronic,OMB+PTV+RTV+DSV,Ombitasvir + Paritaprevir + Ritonavir + Dasabuvir,AbeVie Inc.,,,,1,0.167,620.573
HepC,2015,Algeria,G1 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,544.634
HepC,2015,Algeria,G1 Chronic,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,503.514
HepC,2015,Algeria,G1 Chronic,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,557.262
HepC,2015,Algeria,G2 Acute,SOF+RBV,Sofosbuvir + Ribavirin,"Gilead Sciences, Inc.",,,,1,0.333,0.437
HepC,2015,Algeria,G2 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.401
HepC,2015,Algeria,G2 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.401
HepC,2015,Algeria,G2 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.5,55.157
HepC,2015,Algeria,G2 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.5,52.133
HepC,2015,Algeria,G3 Acute,SOF+RBV,Sofosbuvir + Ribavirin,"Gilead Sciences, Inc.",,,,1,0.333,0.045
HepC,2015,Algeria,G3 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.042
HepC,2015,Algeria,G3 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.042
HepC,2015,Algeria,G3 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.5,5.648
HepC,2015,Algeria,G3 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.5,5.52
HepC,2015,Algeria,G4 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,0.058
HepC,2015,Algeria,G4 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,0.057
HepC,2015,Algeria,G4 Acute,OMB+PTV+RTV,Ombitasvir + Paritaprevir + Ritonavir,AbeVie Inc.,,,,1,0.167,0.059
HepC,2015,Algeria,G4 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,0.05
HepC,2015,Algeria,G4 Acute,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,0.05
HepC,2015,Algeria,G4 Acute,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,0.055
HepC,2015,Algeria,G4 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,7.956
HepC,2015,Algeria,G4 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,8.215
HepC,2015,Algeria,G4 Chronic,OMB+PTV+RTV,Ombitasvir + Paritaprevir + Ritonavir,AbeVie Inc.,,,,1,0.167,7.996
HepC,2015,Algeria,G4 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,7.36
HepC,2015,Algeria,G4 Chronic,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,6.804
HepC,2015,Algeria,G4 Chronic,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,7.531
HepC,2015,Algeria,G5 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,0.01
HepC,2015,Algeria,G5 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.009
HepC,2015,Algeria,G5 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.008
HepC,2015,Algeria,G5 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,1.326
HepC,2015,Algeria,G5 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,1.398
HepC,2015,Algeria,G5 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,1.227
HepC,2015,Algeria,G6 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,0.263
HepC,2015,Algeria,G6 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.26
HepC,2015,Algeria,G6 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.223
HepC,2015,Algeria,G6 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.333,36.629
HepC,2015,Algeria,G6 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,34.656
HepC,2015,Algeria,G6 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,33.12
HepC,2015,Algeria,Other Acute,SOF+RBV,Sofosbuvir + Ribavirin,"Gilead Sciences, Inc.",,,,1,0.125,0.025
HepC,2015,Algeria,Other Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.125,0.025
HepC,2015,Algeria,Other Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.125,0.023
HepC,2015,Algeria,Other Acute,OMB+PTV+RTV,Ombitasvir + Paritaprevir + Ritonavir,AbeVie Inc.,,,,1,0.125,0.024
HepC,2015,Algeria,Other Acute,OMB+PTV+RTV+DSV,Ombitasvir + Paritaprevir + Ritonavir + Dasabuvir,AbeVie Inc.,,,,1,0.125,0.026
HepC,2015,Algeria,Other Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.125,0.021
HepC,2015,Algeria,Other Acute,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.125,0.021
HepC,2015,Algeria,Other Acute,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.125,0.023
HepC,2015,Algeria,Other Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,3.423
HepC,2015,Algeria,Other Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,3.292
HepC,2015,Algeria,Other Chronic,OMB+PTV+RTV,Ombitasvir + Paritaprevir + Ritonavir,AbeVie Inc.,,,,1,0.167,3.332
HepC,2015,Algeria,Other Chronic,OMB+PTV+RTV+DSV,Ombitasvir + Paritaprevir + Ritonavir + Dasabuvir,AbeVie Inc.,,,,1,0.167,3.494
HepC,2015,Algeria,Other Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,3.067
HepC,2015,Algeria,Other Chronic,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,2.835
HepC,2015,American Samoa,G1 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,0.002
HepC,2015,American Samoa,G1 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,0.002
HepC,2015,American Samoa,G1 Acute,OMB+PTV+RTV+DSV,Ombitasvir + Paritaprevir + Ritonavir + Dasabuvir,AbeVie Inc.,,,,1,0.167,0.002
HepC,2015,American Samoa,G1 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,0.001
HepC,2015,American Samoa,G1 Acute,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,0.001
HepC,2015,American Samoa,G1 Acute,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,0.002
HepC,2015,American Samoa,G1 Chronic,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,1.198
HepC,2015,American Samoa,G1 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,1.171
HepC,2015,American Samoa,G1 Chronic,OMB+PTV+RTV+DSV,Ombitasvir + Paritaprevir + Ritonavir + Dasabuvir,AbeVie Inc.,,,,1,0.167,1.264
HepC,2015,American Samoa,G1 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,1.106
HepC,2015,American Samoa,G1 Chronic,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,1.02
HepC,2015,American Samoa,G1 Chronic,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,1.132
HepC,2015,American Samoa,G2 Acute,SOF+RBV,Sofosbuvir + Ribavirin,"Gilead Sciences, Inc.",,,,1,0.333,0.0
HepC,2015,American Samoa,G2 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.0
HepC,2015,American Samoa,G2 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.0
HepC,2015,American Samoa,G2 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.5,0.297
HepC,2015,American Samoa,G2 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.5,0.28
HepC,2015,American Samoa,G3 Acute,SOF+RBV,Sofosbuvir + Ribavirin,"Gilead Sciences, Inc.",,,,1,0.333,0.0
HepC,2015,American Samoa,G3 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.333,0.0
HepC,2015,American Samoa,G3 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.333,0.0
HepC,2015,American Samoa,G3 Chronic,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.5,0.216
HepC,2015,American Samoa,G3 Chronic,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.5,0.211
HepC,2015,American Samoa,G4 Acute,SOF+LDV,Sofosbuvir + Ledispasvir,"Gilead Sciences, Inc.",,,,1,0.167,0.0
HepC,2015,American Samoa,G4 Acute,SOF+DCV,Sofosbuvir + Daclatasvir ,"Gilead Sciences, Inc.",,,,1,0.167,0.0
HepC,2015,American Samoa,G4 Acute,OMB+PTV+RTV,Ombitasvir + Paritaprevir + Ritonavir,AbeVie Inc.,,,,1,0.167,0.0
HepC,2015,American Samoa,G4 Acute,PEG+RBV+SOF,Pegylated-interferon + Ribavirin + Sofosbuvir,"Gilead Sciences, Inc.",,,,1,0.167,0.0
HepC,2015,American Samoa,G4 Acute,PEG+RBV+SMV,Pegylated-Interferon + Ribavirin + Simeprevir ,Medivir,,,,1,0.167,0.0
HepC,2015,American Samoa,G4 Acute,SOF+SMV,Sofosbuvir + Simeprevir ,Medivir,,,,1,0.167,0.0
